Name,Rarity,Level,Element Type,Abilities,CP,Avg. Attack,Defense,HP,Avg. Speed,Stamina,Price
Incineram Noct,Rare,5,Dark,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Spirit Fire', 'level': 7, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Flare Arrow', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Hellfire Claw', 'level': 22, 'power': 70, 'cooldown': 10, 'range': '1100 - 1200'}, {'name': 'Shadow Burst', 'level': 30, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Fire Ball', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}, {'name': 'Ignis Rage', 'level': 50, 'power': 120, 'cooldown': 40, 'range': '100 - 1000'}]",307.5,127.5,85,95,580.0,100,4870
Jetragon,Legendary,20,Dragon,"[{'name': 'Spirit Fire', 'level': 1, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Dragon Burst', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '0 - 200'}, {'name': 'Flare Storm', 'level': 15, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Draconic Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Beam Comet', 'level': 30, 'power': 140, 'cooldown': 50, 'range': '1000 - 9999'}, {'name': 'Fire Ball', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}, {'name': 'Dragon Meteor', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 5000'}]",340.0,120.0,110,110,1866.6666666666667,100,8680
Jolthog,Common,1,Electricity,"[{'name': 'Shockwave', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '0 - 300'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Electric Ball', 'level': 15, 'power': 50, 'cooldown': 9, 'range': '500 - 2500'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Tri-Lightning', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Lightning Streak', 'level': 40, 'power': 75, 'cooldown': 16, 'range': '500 - 2000'}, {'name': 'Lightning Bolt', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 3000'}]",212.5,72.5,70,70,326.6666666666667,100,1060
Jolthog Cryst,Common,2,Ice,"[{'name': 'Ice Missile', 'level': 1, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Iceberg', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Icicle Cutter', 'level': 30, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Cryst Breath', 'level': 40, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",222.5,72.5,80,70,326.6666666666667,100,1070
Jormuntide,Epic,8,DragonWater,"[{'name': 'Aqua Gun', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Dragon Cannon', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Draconic Breath', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Aqua Burst', 'level': 22, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Tri-Lightning', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Hydro Laser', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}, {'name': 'Dragon Meteor', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 5000'}]",365.0,135.0,100,130,441.6666666666667,100,9320
Jormuntide Ignis,Epic,9,DragonFire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dragon Cannon', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Flare Storm', 'level': 15, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Ignis Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Tri-Lightning', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Fire Ball', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}, {'name': 'Dragon Meteor', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 5000'}]",370.0,140.0,100,130,441.6666666666667,100,9500
Katress,Rare,6,Dark,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Ball', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Flare Arrow', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Shadow Burst', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",282.5,102.5,90,90,376.6666666666667,100,4120
Katress Ignis,Rare,6,DarkFire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Cannon', 'level': 7, 'power': 50, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Flare Arrow', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Flare Storm', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Flame Wall', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '0 - 5000'}, {'name': 'Flame Funnel', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 5000'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",287.5,102.5,90,95,376.6666666666667,100,4120
Kelpsea,Common,1,Water,"[{'name': 'Hydro Jet', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dragon Cannon', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Aqua Gun', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Bubble Blast', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '1000 - 3500'}, {'name': 'Power Bomb', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Aqua Burst', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Hydro Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",225.0,85.0,70,70,550.0,100,1260
Kelpsea Ignis,Common,2,Fire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dragon Cannon', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Spirit Fire', 'level': 15, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Flare Arrow', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Dragon Burst', 'level': 30, 'power': 55, 'cooldown': 10, 'range': '0 - 200'}, {'name': 'Ignis Breath', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",225.0,85.0,70,70,550.0,100,1240
Kikit,Common,4,Earth,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Sand Blast', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Stone Blast', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Sand Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Rockburst', 'level': 40, 'power': 130, 'cooldown': 35, 'range': '0 - 1200'}, {'name': 'Rock Lance', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}]",250.0,85.0,90,75,583.3333333333334,100,2800
Killamari,Common,1,Dark,"[{'name': 'Hydro Jet', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Poison Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Dark Ball', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Shadow Burst', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Acid Rain', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '100 - 1000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",210.0,80.0,70,60,336.6666666666667,100,1200
Kingpaca,Epic,8,Normal,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Power Bomb', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Kingly Slam', 'level': 22, 'power': 100, 'cooldown': 21, 'range': '0 - 1000'}, {'name': 'Tri-Lightning', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Rock Lance', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",302.5,92.5,90,120,426.6666666666667,100,5800
Kingpaca Cryst,Epic,9,Ice,"[{'name': 'Ice Missile', 'level': 1, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Icicle Cutter', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Iceberg', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Kingly Slam', 'level': 22, 'power': 100, 'cooldown': 21, 'range': '0 - 1000'}, {'name': 'Cryst Breath', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Aqua Burst', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",302.5,92.5,90,120,426.6666666666667,100,6100
Kitsun,Rare,6,Fire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Spirit Fire', 'level': 7, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Spirit Flame', 'level': 15, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Daring Flames', 'level': 22, 'power': 75, 'cooldown': 10, 'range': '1000 - 3500'}, {'name': 'Flare Storm', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Ignis Rage', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '100 - 1000'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",292.5,92.5,100,100,560.0,100,3170
Knocklem,Epic,9,Earth,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Stone Blast', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Stone Cannon', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Rockburst', 'level': 22, 'power': 130, 'cooldown': 35, 'range': '0 - 1200'}, {'name': 'Rock Lance', 'level': 30, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Ground Cutter', 'level': 40, 'power': 145, 'cooldown': 35, 'range': '0 - 3500'}, {'name': 'Sand Twister', 'level': 50, 'power': 160, 'cooldown': 60, 'range': '0 - 9999'}]",345.0,105.0,135,105,450.0,100,10380
Lamball,Common,1,Normal,"[{'name': 'Roly Poly', 'level': 1, 'power': 35, 'cooldown': 1, 'range': '0 - 1000'}, {'name': 'Air Cannon', 'level': 7, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Power Shot', 'level': 15, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Implode', 'level': 22, 'power': 230, 'cooldown': 55, 'range': '0 - 1000'}, {'name': 'Electric Ball', 'level': 30, 'power': 50, 'cooldown': 9, 'range': '500 - 2500'}, {'name': 'Power Bomb', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",210.0,70.0,70,70,324.3333333333333,100,1000
Leezpunk,Common,2,Dark,"[{'name': 'Poison Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Dark Ball', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Spirit Flame', 'level': 22, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Ignis Breath', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",215.0,85.0,50,80,500.0,100,1720
Leezpunk Ignis,Common,3,Fire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Poison Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Spirit Fire', 'level': 15, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Ignis Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Flare Storm', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Ignis Rage', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '100 - 1000'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",215.0,85.0,50,80,350.0,100,1640
Lifmunk,Common,1,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Air Cannon', 'level': 7, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Power Shot', 'level': 15, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Seed Machine Gun', 'level': 22, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Power Bomb', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Spine Vine', 'level': 40, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",215.0,70.0,70,75,323.3333333333333,100,1010
Loupmoon,Common,3,Dark,"[{'name': 'Dark Ball', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Jumping Claw', 'level': 7, 'power': 55, 'cooldown': 7, 'range': '400 - 500'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Icicle Cutter', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",275.0,115.0,80,80,500.0,100,2400
Lovander,Rare,5,Normal,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Poison Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Acid Rain', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '100 - 1000'}, {'name': 'Power Bomb', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Implode', 'level': 40, 'power': 230, 'cooldown': 55, 'range': '0 - 1000'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",260.0,70.0,70,120,563.3333333333334,100,2450
Lullu,Common,4,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Seed Machine Gun', 'level': 7, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Multicutter', 'level': 15, 'power': 60, 'cooldown': 12, 'range': '500 - 5000'}, {'name': 'Grass Tornado', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Holy Burst', 'level': 30, 'power': 120, 'cooldown': 30, 'range': '0 - 9999'}, {'name': 'Circle Vine', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",265.0,95.0,80,90,416.6666666666667,100,3420
Lunaris,Rare,6,Normal,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Icicle Cutter', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Plasma Tornado', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '500 - 9999'}, {'name': 'Power Bomb', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",270.0,90.0,90,90,410.0,100,1760
Lyleen,Epic,9,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Seed Machine Gun', 'level': 7, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Seed Mine', 'level': 15, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Aqua Burst', 'level': 22, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Grass Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Spine Vine', 'level': 40, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}, {'name': 'Bountiful Protection', 'level': 55, 'power': 0, 'cooldown': 240, 'range': '0 - 9999'}]",320.0,105.0,105,110,353.3333333333333,100,7160
Lyleen Noct,Epic,10,Dark,"[{'name': 'Dark Ball', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Icicle Cutter', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Cryst Breath', 'level': 22, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",330.0,105.0,115,110,353.3333333333333,100,7610
Mammorest,Epic,8,Leaf,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Seed Machine Gun', 'level': 7, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Power Bomb', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Grass Tornado', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Earth Impact', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '0 - 9999'}, {'name': 'Spine Vine', 'level': 40, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",332.5,92.5,90,150,376.6666666666667,100,9450
Mammorest Cryst,Epic,9,Ice,"[{'name': 'Stone Cannon', 'level': 1, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Icicle Cutter', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Power Bomb', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Iceberg', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Earth Impact', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '0 - 9999'}, {'name': 'Cryst Breath', 'level': 40, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",332.5,92.5,90,150,376.6666666666667,100,9580
Maraith,Rare,6,Dark,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Ball', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Flare Arrow', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Shadow Burst', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",232.5,77.5,80,75,500.0,100,1570
Mau,Common,1,Dark,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Dark Ball', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Sand Tornado', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",205.0,65.0,70,70,359.0,100,1000
Mau Cryst,Common,2,Ice,"[{'name': 'Ice Missile', 'level': 1, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Air Cannon', 'level': 7, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Sand Blast', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Icicle Cutter', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Iceberg', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Cryst Breath', 'level': 40, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",207.5,67.5,70,70,359.0,100,1010
Melpaca,Common,3,Normal,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Fluffy Tackle', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '300 - 1500'}, {'name': 'Sand Blast', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Power Shot', 'level': 22, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Shockwave', 'level': 30, 'power': 40, 'cooldown': 4, 'range': '0 - 300'}, {'name': 'Power Bomb', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",262.5,82.5,90,90,440.6666666666667,100,2740
Menasting,Epic,9,DarkEarth,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Poison Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Stone Cannon', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Jumping Stinger', 'level': 35, 'power': 110, 'cooldown': 24, 'range': '0 - 3000'}, {'name': 'Rock Lance', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",330.0,100.0,130,100,766.6666666666666,100,7050
Menasting Terra,Epic,10,Earth,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Stone Blast', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Stone Cannon', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Sand Tornado', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Jumping Stinger', 'level': 30, 'power': 110, 'cooldown': 24, 'range': '0 - 3000'}, {'name': 'Rock Lance', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Rockburst', 'level': 50, 'power': 130, 'cooldown': 35, 'range': '0 - 1200'}]",332.5,102.5,130,100,766.6666666666666,100,8050
